Project Name (Repository Name),Group Name,Group Depth,Last Activity At (JST),Created At (JST),Project URL
gitlab-org,1,gitlab-org/gitlab-ui,2022-04-15 09:45:08,2018-06-14 19:40:54,https://gitlab.com/gitlab-org/gitlab-ui
gitlab-org,1,gitlab-org/gitlab-git-test,2020-01-18 01:07:40,2014-08-29 21:29:10,https://gitlab.com/gitlab-org/gitlab-git-test
gitlab-org,1,gitlab-org/gitlab-foss,2022-04-15 15:09:01,2013-09-26 15:02:36,https://gitlab.com/gitlab-org/gitlab-foss
gitlab-org/gitlab-services,2,gitlab-org/gitlab-services/design.gitlab.com,2022-04-15 09:15:53,2017-10-23 16:42:02,https://gitlab.com/gitlab-org/gitlab-services/design.gitlab.com
godfat,1,godfat/gitlab-ce,2021-06-19 04:57:29,2016-03-23 21:09:43,https://gitlab.com/godfat/gitlab-ce
group-thiagocsf/demo,2,group-thiagocsf/demo/security-report-tests,2022-01-06 06:18:58,2021-03-23 07:19:38,https://gitlab.com/group-thiagocsf/demo/security-report-tests
leipert-projects,1,leipert-projects/gitlab-group-member-report,2020-08-25 05:51:28,2019-12-06 21:33:30,https://gitlab.com/leipert-projects/gitlab-group-member-report
markpundsack,1,markpundsack/todo-backend-client,2017-06-24 05:26:19,2017-06-21 10:01:55,https://gitlab.com/markpundsack/todo-backend-client
nagyv-gitlab,1,nagyv-gitlab/gitops-test-manifest,2020-08-23 09:19:19,2020-08-09 19:26:00,https://gitlab.com/nagyv-gitlab/gitops-test-manifest
nagyv-gitlab,1,nagyv-gitlab/gitops-test,2020-10-31 21:37:25,2020-05-30 07:01:33,https://gitlab.com/nagyv-gitlab/gitops-test
nagyv-gitlab,1,nagyv-gitlab/gitlab-cloud-native-operator-configuration,2020-06-26 20:10:20,2020-04-30 23:34:44,https://gitlab.com/nagyv-gitlab/gitlab-cloud-native-operator-configuration
nick.thomas,1,nick.thomas/gitaly,2019-05-06 18:18:57,2017-08-16 01:02:24,https://gitlab.com/nick.thomas/gitaly
nick.thomas,1,nick.thomas/omnibus-gitlab,2019-01-31 03:22:11,2016-12-05 22:19:28,https://gitlab.com/nick.thomas/omnibus-gitlab
nick.thomas,1,nick.thomas/gitlab-ce,2019-09-12 21:28:00,2016-08-04 23:28:52,https://gitlab.com/nick.thomas/gitlab-ce
nick.thomas,1,nick.thomas/gitlab-ee,2022-04-05 01:02:26,2016-08-02 17:53:08,https://gitlab.com/nick.thomas/gitlab-ee
nick.thomas,1,nick.thomas/grafana-dashboards,2017-03-14 02:31:03,2017-03-14 02:31:03,https://gitlab.com/nick.thomas/grafana-dashboards
reprazent,1,reprazent/gitlab-ee,2020-06-20 03:05:46,2018-03-16 22:51:16,https://gitlab.com/reprazent/gitlab-ee
samdbeckham,1,samdbeckham/test,2022-04-13 23:52:47,2020-10-06 19:21:01,https://gitlab.com/samdbeckham/test
samdbeckham,1,samdbeckham/feature-flags,2022-03-03 16:15:34,2021-05-19 18:06:14,https://gitlab.com/samdbeckham/feature-flags
sethgitlab,1,sethgitlab/ci-template-file,2021-12-02 09:36:06,2021-12-01 08:14:01,https://gitlab.com/sethgitlab/ci-template-file
smcgivern,1,smcgivern/gitlab-ee,2019-02-07 23:05:27,2017-02-21 19:19:21,https://gitlab.com/smcgivern/gitlab-ee
winniehell,1,winniehell/gitlab-ce,2020-01-01 05:25:52,2016-06-14 00:18:50,https://gitlab.com/winniehell/gitlab-ce
zj-gitlab,1,zj-gitlab/gitlab-ce,2021-06-19 04:58:52,2015-09-17 16:30:02,https://gitlab.com/zj-gitlab/gitlab-ce
